land_size_acres,experience_years,loan_amount,loan_amount_per_acre,loan_to_experience_ratio,crop_type,crop_season_risk,irrigation,soil_quality,yield_variance,rainfall_deviation,market_volatility,repayment_history,loan_purpose,default_risk
2.32,11,337987,145684.05,28165.58,rice,low,partial,poor,0.69,28,low,none,semi,1
4.74,7,15818,3337.13,1977.25,maize,low,rainfed,average,0.3,36,high,poor,consumption,1
1.25,19,404500,323600.0,20225.0,pulses,low,rainfed,good,0.77,33,medium,poor,consumption,1
2.36,28,281510,119283.9,9707.24,cotton,low,partial,poor,0.8,16,low,mixed,semi,0
1.51,11,465047,307978.15,38753.92,millets,high,assured,poor,0.15,32,medium,good,semi,1
1.61,4,497978,309303.11,99595.6,maize,low,assured,good,0.21,31,low,poor,productive,1
0.8,15,268396,335495.0,16774.75,cotton,high,assured,average,0.22,12,low,none,consumption,1
1.56,8,86437,55408.33,9604.11,wheat,high,partial,average,0.82,0,medium,none,productive,0
4.07,22,177515,43615.48,7718.04,wheat,high,rainfed,average,0.93,8,low,good,productive,0
4.25,28,175507,41295.76,6051.97,millets,high,rainfed,poor,0.15,37,low,good,productive,0
2.51,28,482337,192166.14,16632.31,maize,low,partial,average,0.48,2,high,mixed,productive,0
3.48,21,390992,112354.02,17772.36,pulses,low,rainfed,poor,0.22,34,high,poor,productive,1
4.47,22,56165,12564.88,2441.96,wheat,low,assured,average,0.76,38,low,mixed,consumption,0
2.9,19,278443,96014.83,13922.15,rice,low,partial,poor,0.49,2,low,none,consumption,1
2.07,21,486106,234833.82,22095.73,pulses,low,assured,good,0.97,9,high,mixed,semi,1
4.12,24,84063,20403.64,3362.52,millets,high,rainfed,average,0.72,19,low,mixed,consumption,1
2.98,15,412073,138279.53,25754.56,rice,low,rainfed,poor,0.5,18,low,none,productive,1
1.81,20,29522,16310.5,1405.81,maize,low,rainfed,poor,0.9,28,high,mixed,productive,0
4.32,16,205356,47536.11,12079.76,maize,low,assured,good,0.99,29,medium,good,productive,0
2.14,18,153537,71746.26,8080.89,rice,low,rainfed,good,0.87,27,low,none,consumption,1
3.6,10,24316,6754.44,2210.55,millets,high,partial,poor,0.88,30,low,mixed,productive,0
4.74,2,296734,62602.11,98911.33,maize,low,rainfed,good,0.73,36,medium,mixed,semi,1
1.73,23,335494,193927.17,13978.92,millets,low,rainfed,poor,0.49,28,low,none,productive,1
5.21,3,232832,44689.44,58208.0,maize,low,rainfed,poor,0.91,33,high,none,semi,1
4.34,2,41027,9453.23,13675.67,pulses,low,partial,poor,0.73,3,low,good,consumption,0
5.81,5,357357,61507.23,59559.5,pulses,low,assured,poor,0.4,16,low,poor,semi,0
2.57,1,396336,154216.34,198168.0,rice,low,rainfed,poor,0.32,15,low,mixed,consumption,1
5.75,15,185090,32189.57,11568.12,millets,low,assured,poor,0.55,31,high,mixed,semi,0
0.98,11,30198,30814.29,2516.5,millets,low,assured,good,0.89,9,low,mixed,consumption,0
5.62,11,322874,57450.89,26906.17,pulses,low,assured,average,0.21,2,low,mixed,semi,0
1.62,6,156343,96508.02,22334.71,pulses,low,assured,poor,0.59,3,medium,none,consumption,1
0.63,1,406364,645022.22,203182.0,millets,low,rainfed,average,0.25,34,high,poor,productive,1
3.01,11,253321,84159.8,21110.08,rice,low,assured,average,0.87,2,low,none,productive,0
4.77,23,476379,99869.81,19849.12,maize,low,partial,poor,0.94,2,low,mixed,semi,0
3.71,27,93073,25087.06,3324.04,wheat,low,partial,good,0.98,22,low,none,semi,0
2.61,21,324528,124340.23,14751.27,maize,low,rainfed,good,0.21,17,low,mixed,productive,0
4.04,0,345923,85624.5,345923.0,maize,low,assured,good,0.13,23,high,poor,productive,1
2.83,15,300274,106103.89,18767.12,wheat,low,rainfed,average,0.99,37,medium,mixed,consumption,1
1.2,0,473053,394210.83,473053.0,rice,low,rainfed,average,0.87,1,high,poor,consumption,1
2.89,25,94537,32711.76,3636.04,maize,low,assured,poor,0.92,13,medium,none,semi,1
0.66,8,254808,386072.73,28312.0,cotton,high,rainfed,poor,0.22,19,medium,poor,consumption,1
4.79,24,105541,22033.61,4221.64,wheat,high,assured,poor,0.63,33,low,none,productive,1
1.3,1,323900,249153.85,161950.0,cotton,low,rainfed,good,0.69,26,medium,mixed,consumption,1
2.42,5,475731,196583.06,79288.5,cotton,low,partial,poor,0.28,23,low,good,semi,1
3.14,6,267197,85094.59,38171.0,cotton,low,rainfed,poor,0.41,12,medium,poor,productive,0
2.99,22,255054,85302.34,11089.3,pulses,low,partial,good,0.43,28,high,none,semi,0
5.71,8,258065,45195.27,28673.89,pulses,low,assured,poor,0.33,37,high,none,productive,1
3.22,22,251644,78150.31,10941.04,pulses,low,partial,good,0.59,27,low,poor,productive,0
3.87,21,81798,21136.43,3718.09,cotton,low,partial,average,0.37,23,medium,none,semi,0
0.62,29,65261,105259.68,2175.37,rice,low,partial,poor,0.52,23,high,none,productive,1
3.9,0,23408,6002.05,23408.0,pulses,low,partial,poor,0.33,24,medium,none,productive,0
5.82,21,98589,16939.69,4481.32,pulses,low,partial,poor,0.74,34,medium,good,consumption,1
4.83,6,400746,82970.19,57249.43,maize,low,assured,good,0.39,3,medium,good,consumption,0
3.0,13,423545,141181.67,30253.21,wheat,low,partial,poor,0.59,37,medium,good,semi,1
0.65,13,207022,318495.38,14787.29,wheat,high,assured,poor,0.82,6,medium,mixed,consumption,1
1.14,8,180572,158396.49,20063.56,maize,low,rainfed,poor,0.1,9,low,mixed,productive,0
3.82,4,386236,101108.9,77247.2,wheat,high,assured,average,0.76,24,medium,good,productive,0
4.55,2,296457,65155.38,98819.0,wheat,high,rainfed,good,0.7,5,medium,poor,consumption,1
4.41,0,50037,11346.26,50037.0,rice,low,partial,good,0.81,25,low,none,productive,0
2.54,27,16130,6350.39,576.07,maize,low,partial,average,0.69,23,medium,none,semi,0
4.89,28,100580,20568.51,3468.28,pulses,low,assured,poor,0.58,27,low,none,productive,0
3.52,23,450801,128068.47,18783.38,millets,low,rainfed,average,0.6,5,high,poor,productive,1
5.58,10,81922,14681.36,7447.45,pulses,low,rainfed,good,0.62,20,low,good,semi,0
4.51,16,330247,73225.5,19426.29,pulses,low,partial,good,0.97,40,high,good,productive,0
5.65,19,330353,58469.56,16517.65,millets,low,rainfed,average,0.97,34,high,mixed,consumption,1
4.18,27,351936,84195.22,12569.14,wheat,low,assured,good,0.77,9,high,none,consumption,1
4.32,7,435955,100915.51,54494.38,maize,low,partial,average,0.38,15,high,poor,consumption,1
5.52,1,29910,5418.48,14955.0,maize,low,partial,good,0.84,3,low,good,semi,0
1.88,11,92333,49113.3,7694.42,rice,low,assured,poor,0.27,27,low,poor,consumption,1
1.71,27,493525,288611.11,17625.89,millets,high,partial,poor,0.68,32,low,good,productive,1
2.42,7,204088,84333.88,25511.0,cotton,low,partial,poor,0.58,22,low,mixed,productive,0
2.08,3,476731,229197.6,119182.75,wheat,low,rainfed,good,0.74,36,medium,good,productive,1
5.39,17,116688,21648.98,6482.67,maize,low,rainfed,poor,0.14,13,low,mixed,productive,0
2.53,5,365086,144302.77,60847.67,millets,high,partial,average,0.96,22,high,poor,semi,1
3.77,4,261435,69346.15,52287.0,millets,high,assured,poor,0.9,19,medium,poor,consumption,1
3.18,16,438313,137834.28,25783.12,cotton,high,partial,average,0.26,12,low,poor,productive,1
3.84,25,239161,62281.51,9198.5,cotton,low,assured,poor,0.16,27,medium,mixed,consumption,0
4.44,12,491029,110592.12,37771.46,millets,low,rainfed,good,0.17,37,low,poor,semi,1
4.19,6,366617,87498.09,52373.86,rice,low,partial,average,0.27,27,low,none,productive,0
5.71,17,380338,66609.11,21129.89,maize,low,rainfed,average,0.51,23,medium,good,semi,0
2.26,25,131738,58291.15,5066.85,wheat,low,assured,average,0.46,23,medium,good,semi,0
4.48,9,384422,85808.48,38442.2,millets,high,assured,average,0.32,16,low,good,consumption,0
4.88,15,255449,52346.11,15965.56,maize,low,rainfed,good,0.26,25,low,none,semi,0
1.68,11,57036,33950.0,4753.0,pulses,low,rainfed,good,0.9,17,low,none,productive,0
1.85,20,468607,253301.08,22314.62,maize,low,rainfed,poor,0.69,36,medium,good,productive,1
2.56,22,372696,145584.38,16204.17,rice,low,rainfed,good,0.74,33,medium,mixed,productive,1
4.75,1,66860,14075.79,33430.0,maize,low,assured,good,0.41,33,high,none,productive,1
5.34,13,267004,50000.75,19071.71,pulses,low,assured,average,0.92,21,low,good,semi,0
4.91,22,56737,11555.4,2466.83,cotton,low,assured,good,0.16,18,medium,poor,consumption,0
1.26,25,473991,376183.33,18230.42,maize,low,assured,poor,0.59,27,low,poor,consumption,1
4.71,15,12438,2640.76,777.38,maize,low,assured,average,0.99,40,medium,good,consumption,0
3.65,28,380767,104319.73,13129.9,wheat,low,rainfed,average,0.87,20,high,good,productive,0
3.08,21,469744,152514.29,21352.0,millets,low,rainfed,poor,0.29,19,high,good,consumption,1
2.95,22,68788,23317.97,2990.78,pulses,low,partial,average,0.51,4,medium,mixed,productive,0
1.36,17,244087,179475.74,13560.39,maize,low,rainfed,poor,0.43,37,low,mixed,semi,1
2.31,9,311456,134829.44,31145.6,millets,high,rainfed,good,0.89,21,high,none,semi,1
5.85,15,159602,27282.39,9975.12,pulses,low,rainfed,good,0.17,15,high,none,semi,1
1.49,7,365779,245489.26,45722.38,cotton,high,partial,good,0.19,35,medium,poor,consumption,1
3.93,18,314156,79937.91,16534.53,millets,high,assured,good,0.83,10,low,poor,semi,1
2.97,15,93772,31573.06,5860.75,pulses,low,partial,good,0.63,36,medium,poor,consumption,1
1.49,18,357514,239942.28,18816.53,wheat,high,partial,good,0.52,29,medium,none,semi,1
5.26,16,258545,49153.04,15208.53,pulses,low,partial,average,0.24,28,low,mixed,consumption,0
5.56,26,431330,77577.34,15975.19,millets,high,rainfed,good,0.48,31,high,poor,productive,1
4.06,24,207148,51021.67,8285.92,maize,low,rainfed,good,0.52,27,low,poor,productive,0
4.47,5,322716,72195.97,53786.0,millets,high,partial,average,0.6,29,low,poor,productive,0
2.66,25,112510,42296.99,4327.31,rice,low,assured,average,0.59,3,high,poor,consumption,1
3.41,19,93768,27497.95,4688.4,pulses,low,assured,average,0.5,31,high,good,consumption,0
1.12,21,128765,114968.75,5852.95,millets,low,rainfed,average,0.69,21,high,poor,semi,1
2.58,17,227668,88243.41,12648.22,cotton,high,rainfed,poor,0.55,16,high,mixed,productive,0
2.35,16,80912,34430.64,4759.53,maize,low,partial,poor,0.78,19,low,good,consumption,0
3.13,14,63146,20174.44,4209.73,wheat,high,partial,good,0.11,12,high,mixed,semi,0
4.09,23,89018,21764.79,3709.08,maize,low,rainfed,average,0.45,6,medium,poor,semi,0
4.72,30,421916,89388.98,13610.19,millets,low,partial,poor,0.26,15,medium,none,semi,0
1.16,6,460670,397129.31,65810.0,rice,low,assured,good,0.12,27,medium,none,productive,1
0.56,28,418465,747258.93,14429.83,rice,low,rainfed,poor,0.2,22,high,mixed,productive,1
0.96,28,257859,268603.12,8891.69,millets,low,rainfed,good,0.66,24,low,poor,productive,1
0.73,6,386797,529858.9,55256.71,millets,high,assured,good,0.33,24,medium,good,semi,1
1.6,12,234214,146383.75,18016.46,wheat,low,rainfed,average,0.11,31,high,poor,semi,1
0.71,23,267631,376945.07,11151.29,pulses,low,partial,good,0.34,2,low,none,productive,1
1.71,11,305095,178418.13,25424.58,rice,low,rainfed,average,0.57,30,high,none,semi,1
4.54,11,110079,24246.48,9173.25,pulses,low,assured,good,0.44,34,medium,good,productive,0
1.4,11,345682,246915.71,28806.83,rice,low,rainfed,poor,0.51,24,medium,poor,productive,1
2.06,24,456131,221422.82,18245.24,cotton,low,rainfed,good,0.13,26,low,good,consumption,1
1.79,5,483640,270189.94,80606.67,rice,low,partial,average,0.75,23,high,poor,semi,1
3.44,25,33076,9615.12,1272.15,rice,low,assured,average,0.23,40,low,good,consumption,0
5.25,23,292466,55707.81,12186.08,millets,low,partial,good,0.96,9,medium,poor,consumption,1
0.52,20,81810,157326.92,3895.71,wheat,low,rainfed,good,0.54,30,low,good,semi,1
3.52,5,192105,54575.28,32017.5,maize,low,assured,good,0.96,20,low,good,consumption,0
5.02,7,167008,33268.53,20876.0,rice,low,partial,good,0.69,12,medium,poor,semi,0
4.5,1,375200,83377.78,187600.0,rice,low,partial,good,0.82,19,medium,mixed,semi,1
1.06,4,33843,31927.36,6768.6,pulses,low,rainfed,good,0.91,25,medium,good,productive,0
4.81,14,360039,74852.18,24002.6,wheat,low,rainfed,average,0.53,11,medium,good,productive,0
4.64,13,403469,86954.53,28819.21,pulses,low,assured,average,0.39,35,medium,mixed,semi,0
2.06,2,134032,65064.08,44677.33,rice,low,rainfed,poor,0.56,17,medium,poor,productive,0
5.59,26,498020,89091.23,18445.19,millets,high,rainfed,average,0.81,23,high,mixed,productive,0
2.57,2,75927,29543.58,25309.0,millets,low,partial,good,0.96,35,high,poor,consumption,1
2.27,16,374457,164959.03,22026.88,wheat,low,rainfed,poor,0.36,5,high,poor,consumption,1
2.17,22,370390,170686.64,16103.91,wheat,low,rainfed,average,0.34,1,medium,poor,productive,1
4.0,3,229526,57381.5,57381.5,wheat,low,partial,average,0.14,1,medium,good,productive,0
1.72,21,292700,170174.42,13304.55,rice,low,rainfed,poor,0.69,9,high,poor,productive,1
5.15,20,24102,4680.0,1147.71,millets,low,partial,average,0.98,28,low,mixed,semi,0
5.08,3,462831,91108.46,115707.75,millets,low,assured,average,0.6,6,high,mixed,consumption,1
5.04,20,259616,51511.11,12362.67,pulses,low,assured,average,0.81,30,medium,poor,consumption,1
4.41,25,428365,97134.92,16475.58,rice,low,rainfed,average,0.41,12,medium,none,consumption,1
5.03,0,393777,78285.69,393777.0,cotton,high,assured,average,0.73,19,high,good,consumption,1
4.12,27,255152,61930.1,9112.57,pulses,low,rainfed,good,0.43,29,low,poor,consumption,1
5.58,7,89606,16058.42,11200.75,rice,low,partial,average,0.44,9,high,good,productive,0
3.08,5,472566,153430.52,78761.0,wheat,high,rainfed,average,0.76,26,high,mixed,semi,1
5.06,28,231427,45736.56,7980.24,wheat,low,partial,average,0.57,3,medium,mixed,consumption,0
5.61,30,402895,71817.29,12996.61,wheat,high,assured,average,0.54,6,medium,none,consumption,1
4.43,15,299350,67573.36,18709.38,cotton,high,assured,good,0.15,29,low,poor,consumption,1
5.7,25,95439,16743.68,3670.73,cotton,low,rainfed,average,0.7,30,high,good,semi,0
2.61,13,403183,154476.25,28798.79,rice,low,partial,average,0.87,37,high,good,productive,1
4.22,22,328638,77876.3,14288.61,rice,low,assured,poor,0.42,38,medium,none,semi,1
5.59,30,483522,86497.67,15597.48,rice,low,partial,poor,0.72,35,high,mixed,consumption,1
2.45,19,211394,86283.27,10569.7,pulses,low,rainfed,good,0.3,21,low,none,semi,0
0.76,0,112896,148547.37,112896.0,rice,low,assured,good,0.67,35,medium,mixed,productive,1
3.79,24,34927,9215.57,1397.08,millets,low,rainfed,good,0.9,3,high,poor,productive,1
0.85,10,460259,541481.18,41841.73,cotton,high,partial,good,0.88,25,low,good,semi,1
3.52,9,446555,126862.22,44655.5,millets,high,rainfed,good,0.33,26,high,poor,consumption,1
4.04,0,402763,99693.81,402763.0,pulses,low,assured,good,0.88,27,medium,good,consumption,1
4.65,13,359087,77223.01,25649.07,wheat,low,partial,average,0.46,39,low,poor,productive,0
2.19,13,481326,219783.56,34380.43,millets,low,assured,poor,0.62,6,high,good,productive,0
3.24,20,172887,53360.19,8232.71,maize,low,partial,average,0.4,16,medium,none,productive,0
4.46,15,333547,74786.32,20846.69,wheat,high,partial,average,0.55,2,low,none,consumption,1
3.03,25,16235,5358.09,624.42,pulses,low,assured,average,0.56,31,high,poor,semi,1
2.83,27,80483,28439.22,2874.39,maize,low,assured,average,0.92,8,medium,poor,productive,0
3.04,6,196409,64608.22,28058.43,cotton,high,assured,good,0.3,2,low,none,consumption,1
3.98,7,410690,103188.44,51336.25,wheat,high,assured,good,0.86,24,low,none,semi,1
1.4,10,418629,299020.71,38057.18,cotton,low,rainfed,poor,0.98,9,low,none,productive,1
3.11,10,294381,94656.27,26761.91,cotton,low,partial,good,0.53,9,low,mixed,semi,0
4.5,3,94547,21010.44,23636.75,wheat,low,rainfed,good,0.99,13,high,mixed,consumption,1
2.84,10,192292,67708.45,17481.09,rice,low,rainfed,good,0.26,37,high,none,productive,1
3.03,26,329223,108654.46,12193.44,pulses,low,partial,good,0.41,20,medium,none,semi,0
3.56,11,382178,107353.37,31848.17,maize,low,rainfed,average,0.46,40,medium,mixed,productive,0
5.12,17,20885,4079.1,1160.28,rice,low,rainfed,poor,0.5,33,low,poor,semi,1
1.15,5,416441,362122.61,69406.83,millets,high,assured,average,0.38,39,high,poor,consumption,1
1.23,5,359537,292306.5,59922.83,millets,low,rainfed,good,0.55,11,low,none,consumption,1
1.23,12,298831,242952.03,22987.0,millets,low,partial,good,0.89,7,low,poor,productive,1
1.05,12,81952,78049.52,6304.0,maize,low,partial,average,0.71,0,medium,mixed,consumption,0
5.36,25,338287,63113.25,13011.04,wheat,low,assured,poor,0.29,33,medium,mixed,productive,0
0.88,15,93713,106492.05,5857.06,rice,low,rainfed,poor,0.81,35,medium,mixed,consumption,1
4.19,21,432825,103299.52,19673.86,wheat,high,rainfed,poor,0.78,1,medium,poor,semi,1
3.06,29,248422,81183.66,8280.73,wheat,low,rainfed,good,0.62,20,high,none,productive,0
5.39,10,205668,38157.33,18697.09,millets,low,assured,average,0.41,16,high,good,semi,0
2.55,27,242454,95080.0,8659.07,cotton,low,partial,average,0.62,7,low,none,semi,0
4.5,23,458213,101825.11,19092.21,maize,low,assured,good,0.76,38,medium,good,consumption,0
4.65,20,292331,62866.88,13920.52,maize,low,rainfed,poor,0.43,6,medium,none,semi,1
3.3,26,428416,129823.03,15867.26,maize,low,assured,average,0.52,4,low,mixed,semi,0
4.99,18,344994,69137.07,18157.58,rice,low,partial,average,0.23,24,high,poor,semi,0
4.76,17,321424,67526.05,17856.89,pulses,low,partial,poor,0.84,22,low,mixed,productive,0
4.43,18,437672,98797.29,23035.37,wheat,high,partial,good,0.33,19,low,poor,semi,0
1.81,25,234060,129314.92,9002.31,wheat,low,rainfed,poor,0.67,4,medium,good,productive,0
5.44,24,168680,31007.35,6747.2,rice,low,assured,good,0.29,0,medium,poor,consumption,0
5.26,27,452462,86019.39,16159.36,millets,high,assured,average,0.58,2,low,mixed,semi,0
2.91,23,404969,139164.6,16873.71,millets,low,rainfed,good,0.63,9,low,mixed,consumption,1
3.34,13,352624,105576.05,25187.43,rice,low,rainfed,good,0.13,4,medium,good,semi,0
4.9,20,471543,96233.27,22454.43,cotton,high,assured,average,0.16,8,high,none,consumption,1
1.36,22,201377,148071.32,8755.52,millets,high,partial,average,0.16,11,low,good,consumption,1
3.57,4,249840,69983.19,49968.0,rice,low,partial,poor,0.68,3,medium,good,consumption,0
5.45,5,228552,41936.15,38092.0,cotton,low,partial,good,0.36,17,low,poor,semi,0
5.36,18,241618,45077.99,12716.74,maize,low,rainfed,good,0.21,31,low,none,semi,1
3.43,7,455719,132862.68,56964.88,wheat,high,partial,average,0.27,40,low,good,productive,0
5.73,1,315626,55083.07,157813.0,cotton,high,rainfed,poor,0.32,15,medium,mixed,semi,1
3.86,16,431506,111789.12,25382.71,millets,high,assured,poor,0.65,1,low,none,consumption,1
2.31,3,50632,21918.61,12658.0,cotton,low,partial,good,0.97,28,high,poor,productive,0
3.54,23,293513,82913.28,12229.71,rice,low,assured,good,0.44,1,high,poor,semi,0
4.06,3,352673,86865.27,88168.25,rice,low,partial,good,0.37,10,high,poor,semi,1
5.16,19,123651,23963.37,6182.55,millets,low,assured,average,0.52,1,medium,mixed,productive,0
5.61,2,476097,84865.78,158699.0,maize,low,assured,average,0.98,14,low,poor,consumption,1
1.15,2,21872,19019.13,7290.67,maize,low,rainfed,good,0.84,4,medium,poor,semi,1
0.68,19,212333,312254.41,10616.65,rice,low,rainfed,average,0.67,17,medium,mixed,consumption,1
4.69,12,475684,101425.16,36591.08,maize,low,partial,poor,0.11,24,low,none,consumption,1
2.31,25,204447,88505.19,7863.35,cotton,low,rainfed,good,0.62,10,low,none,consumption,1
5.17,24,475783,92027.66,19031.32,wheat,high,rainfed,poor,0.2,39,high,good,consumption,1
2.14,18,424974,198585.98,22367.05,millets,low,partial,poor,0.58,39,high,none,productive,1
5.91,2,445867,75442.81,148622.33,millets,high,assured,poor,0.41,30,low,poor,semi,1
1.27,17,18291,14402.36,1016.17,cotton,low,assured,good,0.81,9,low,mixed,consumption,0
